tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-M-DC-2025-QLS-M-USA-CZE-01,Davis Cup QLS R2: USA vs CZE,Hard,4,D,20250912,2,126203,,,Taylor Fritz,R,196,USA,27.8,210150,,,Jakub Mensik,R,193,CZE,20.0,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,5,4675,17,2380
2025-M-DC-2025-QLS-M-USA-CZE-01,Davis Cup QLS R2: USA vs CZE,Hard,4,D,20250912,4,208103,,,Jiri Lehecka,R,185,CZE,23.8,126203,,,Taylor Fritz,R,196,USA,27.8,6-4 3-6 6-4,3,RR,,,,,,,,,,,,,,,,,,,,16,2415,5,4675
2025-M-DC-2025-QLS-M-USA-CZE-01,Davis Cup QLS R2: USA vs CZE,Hard,4,D,20250912,5,210150,,,Jakub Mensik,R,193,CZE,20.0,126207,,,Frances Tiafoe,R,188,USA,27.6,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,17,2380,29,1640
2025-M-DC-2025-QLS-M-USA-TPE-01,Davis Cup QLS R1: USA vs TPE,Hard,4,D,20250131,1,106218,,,Marcos Giron,R,180,USA,31.5,202358,,,Chun Hsin Tseng,R,175,TPE,23.4,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,43,1265,119,509
2025-M-DC-2025-QLS-M-USA-TPE-01,Davis Cup QLS R1: USA vs TPE,Hard,4,D,20250131,2,210506,,,Alex Michelsen,R,193,USA,20.4,126555,,,Tung Lin Wu,R,188,TPE,26.7,7-6(4) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,36,1370,240,241
2025-M-DC-2025-QLS-M-USA-TPE-01,Davis Cup QLS R1: USA vs TPE,Hard,4,D,20250131,4,111456,,,Mackenzie Mcdonald,R,178,USA,29.7,202356,,,Tsung Hao Huang,R,173,TPE,25.1,6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,125,488,680,42
2025-M-DC-2025-WG1-M-BUL-FIN-01,Davis Cup WG1 R1: BUL vs FIN,Clay,4,D,20250913,1,211651,,,Alexander Vasilev,U,,BUL,18.3,202261,,,Otto Virtanen,R,193,FIN,24.2,6-3 7-5,3,RR,,,,,,,,,,,,,,,,,,,,992,15,141,449
2025-M-DC-2025-WG1-M-BUL-FIN-01,Davis Cup WG1 R1: BUL vs FIN,Clay,4,D,20250913,2,200325,,,Emil Ruusuvuori,R,188,FIN,26.4,129814,,,Ivan Ivanov,R,,BUL,16.8,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,677,46,934,19
2025-M-DC-2025-WG1-M-BUL-FIN-01,Davis Cup WG1 R1: BUL vs FIN,Clay,4,D,20250913,4,144814,,,Eero Vasa,R,185,FIN,28.5,210200,,,Yanaki Milev,R,180,BUL,21.3,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,504,82,713,41
2025-M-DC-2025-WG1-M-BUL-FIN-01,Davis Cup WG1 R1: BUL vs FIN,Clay,4,D,20250913,5,211651,,,Alexander Vasilev,U,,BUL,18.3,200325,,,Emil Ruusuvuori,R,188,FIN,26.4,7-6(5) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,992,15,677,46
2025-M-DC-2025-WG1-M-CAN-ISR-01,Davis Cup WG1 R1: CAN vs ISR,Hard,4,D,20250912,1,209113,,,Gabriel Diallo,R,203,CAN,23.9,131951,,,Daniel Cukierman,R,,ISR,30.1,6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,35,1308,1178,8
2025-M-DC-2025-WG1-M-CAN-ISR-01,Davis Cup WG1 R1: CAN vs ISR,Hard,4,D,20250912,2,208119,,,Liam Draxl,R,185,CAN,23.7,210039,,,Orel Kimhi,R,173,ISR,22.0,7-6(5) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,117,543,787,32
2025-M-DC-2025-WG1-M-CAN-ISR-01,Davis Cup WG1 R1: CAN vs ISR,Hard,4,D,20250912,4,208603,,,Cleeve Harper,R,180,CAN,24.7,210039,,,Orel Kimhi,R,173,ISR,22.0,6-3 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,1029,13,787,32
2025-M-DC-2025-WG1-M-CHI-LUX-01,Davis Cup WG1 R1: CHI vs LUX,Clay,4,D,20250913,1,106426,,,Cristian Garin,R,185,CHI,29.2,149152,,,Aaron Gil Garcia,U,,LUX,21.9,6-2 6-7(1) 6-2,3,RR,,,,,,,,,,,,,,,,,,,,124,518,1361,5
2025-M-DC-2025-WG1-M-CHI-LUX-01,Davis Cup WG1 R1: CHI vs LUX,Clay,4,D,20250913,2,144642,,,Tomas Barrios Vera,R,191,CHI,27.7,200270,,,Alex Knaff,R,193,LUX,27.7,6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,134,473,668,48
2025-M-DC-2025-WG1-M-CHI-LUX-01,Davis Cup WG1 R1: CHI vs LUX,Clay,4,D,20250913,4,208411,,,Daniel Antonio Nunez,R,,CHI,24.2,206646,,,Louis Van Herck,R,,LUX,26.1,7-6(2) 4-6 10-4,3,RR,,,,,,,,,,,,,,,,,,,,790,32,1293,6
2025-M-DC-2025-WG1-M-ECU-BIH-01,Davis Cup WG1 R1: ECU vs BIH,Clay,4,D,20250913,1,106000,,,Damir Dzumhur,R,175,BIH,33.3,200748,,,Andres Andrade,R,180,ECU,26.7,7-6(13) 6-1,3,RR,,,,,,,,,,,,,,,,,,,,68,868,344,148
2025-M-DC-2025-WG1-M-ECU-BIH-01,Davis Cup WG1 R1: ECU vs BIH,Clay,4,D,20250913,2,208223,,,Alvaro Guillen Meza,R,175,ECU,22.6,123983,,,Nerman Fatic,R,191,BIH,30.8,6-4 7-6(0),3,RR,,,,,,,,,,,,,,,,,,,,237,241,239,239
2025-M-DC-2025-WG1-M-ECU-BIH-01,Davis Cup WG1 R1: ECU vs BIH,Clay,4,D,20250913,4,208223,,,Alvaro Guillen Meza,R,175,ECU,22.6,106000,,,Damir Dzumhur,R,175,BIH,33.3,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,237,241,68,868
2025-M-DC-2025-WG1-M-ECU-BIH-01,Davis Cup WG1 R1: ECU vs BIH,Clay,4,D,20250913,5,200748,,,Andres Andrade,R,180,ECU,26.7,210119,,,Andrej Nedic,R,185,BIH,20.8,1-6 6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,344,148,363,140
2025-M-DC-2025-WG1-M-GRE-BRA-01,Davis Cup WG1 R1: GRE vs BRA,Hard,4,D,20250913,1,211663,,,Joao Fonseca,R,185,BRA,19.0,208852,,,Stefanos Sakellaridis,R,196,GRE,20.9,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,42,1129,286,182
2025-M-DC-2025-WG1-M-GRE-BRA-01,Davis Cup WG1 R1: GRE vs BRA,Hard,4,D,20250913,2,126774,,,Stefanos Tsitsipas,R,193,GRE,27.0,205734,,,Thiago Seyboth Wild,R,185,BRA,25.4,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,27,1830,146,420
2025-M-DC-2025-WG1-M-GRE-BRA-01,Davis Cup WG1 R1: GRE vs BRA,Hard,4,D,20250913,4,211663,,,Joao Fonseca,R,185,BRA,19.0,126774,,,Stefanos Tsitsipas,R,193,GRE,27.0,6-4 3-6 7-5,3,RR,,,,,,,,,,,,,,,,,,,,42,1129,27,1830
2025-M-DC-2025-WG1-M-KOR-KAZ-01,Davis Cup WG1 R1: KOR vs KAZ,Hard,4,D,20250912,1,207686,,,Alexander Shevchenko,R,185,KAZ,24.7,111202,,,Hyeon Chung,R,188,KOR,29.3,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,97,652,379,132
2025-M-DC-2025-WG1-M-KOR-KAZ-01,Davis Cup WG1 R1: KOR vs KAZ,Hard,4,D,20250912,2,126952,,,Soon Woo Kwon,R,180,KOR,27.7,122330,,,Alexander Bublik,R,196,KAZ,28.2,7-6(6) 3-0 RET,3,RR,,,,,,,,,,,,,,,,,,,,478,89,19,2245
2025-M-DC-2025-WG1-M-KOR-KAZ-01,Davis Cup WG1 R1: KOR vs KAZ,Hard,4,D,20250912,4,111202,,,Hyeon Chung,R,188,KOR,29.3,122078,,,Dmitry Popko,R,191,KAZ,28.8,6-3 7-5,3,RR,,,,,,,,,,,,,,,,,,,,379,132,220,251
2025-M-DC-2025-WG1-M-PER-POR-01,Davis Cup WG1 R1: PER vs POR,Clay,4,D,20250912,1,208293,,,Gonzalo Bueno,R,173,PER,21.4,132686,,,Nuno Borges,R,185,POR,28.5,3-6 6-2 7-5,3,RR,,,,,,,,,,,,,,,,,,,,209,261,52,995
2025-M-DC-2025-WG1-M-PER-POR-01,Davis Cup WG1 R1: PER vs POR,Clay,4,D,20250912,2,209860,,,Ignacio Buse,R,185,PER,21.4,210262,,,Jaime Faria,R,188,POR,22.0,6-0 6-2,3,RR,,,,,,,,,,,,,,,,,,,,112,559,115,552
2025-M-DC-2025-WG1-M-PER-POR-01,Davis Cup WG1 R1: PER vs POR,Clay,4,D,20250912,4,209860,,,Ignacio Buse,R,185,PER,21.4,132686,,,Nuno Borges,R,185,POR,28.5,3-6 6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,112,559,52,995
2025-M-DC-2025-WG1-M-POL-GBR-01,Davis Cup WG1 R1: POL vs GBR,Hard,4,D,20250912,1,111815,,,Cameron Norrie,L,188,GBR,30.0,211530,,,Tomasz Berkieta,R,191,POL,19.1,7-6(9) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,34,1397,545,70
2025-M-DC-2025-WG1-M-POL-GBR-01,Davis Cup WG1 R1: POL vs GBR,Hard,4,D,20250912,2,209259,,,Arthur Fery,R,175,GBR,23.1,210142,,,Olaf Pieczkowski,R,183,POL,21.4,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,,227,247,484,87
2025-M-DC-2025-WG1-M-POL-GBR-01,Davis Cup WG1 R1: POL vs GBR,Hard,4,D,20250912,4,111815,,,Cameron Norrie,L,188,GBR,30.0,210142,,,Olaf Pieczkowski,R,183,POL,21.4,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,34,1397,484,87
2025-M-DC-2025-WG1-M-SRB-TUR-01,Davis Cup WG1 R1: SRB vs TUR,Hard,4,D,20250912,1,200175,,,Miomir Kecmanovic,R,183,SRB,26.0,144985,,,Ergi Kirkin,R,180,TUR,26.6,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,47,1086,479,89
2025-M-DC-2025-WG1-M-SRB-TUR-01,Davis Cup WG1 R1: SRB vs TUR,Hard,4,D,20250912,2,209098,,,Hamad Medjedovic,R,188,SRB,22.1,207129,,,Yanki Erel,L,178,TUR,24.9,6-7(7) 7-6(6) 3-1 RET,3,RR,,,,,,,,,,,,,,,,,,,,66,883,433,106
2025-M-DC-2025-WG1-M-SRB-TUR-01,Davis Cup WG1 R1: SRB vs TUR,Hard,4,D,20250912,4,207907,,,Arda Azkara,U,,TUR,22.4,210025,,,Branko Djuric,R,188,SRB,20.5,7-5 6-7(3) 10-7,3,RR,,,,,,,,,,,,,,,,,,,,551,67,461,93
2025-M-DC-2025-WG1-M-SUI-IND-01,Davis Cup WG1 R1: SUI vs IND,Hard,4,D,20250912,1,202290,,,Dhakshineswar Suresh,R,193,IND,25.4,208843,,,Jerome Kym,R,198,SUI,22.5,7-6(5) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,626,54,155,387
2025-M-DC-2025-WG1-M-SUI-IND-01,Davis Cup WG1 R1: SUI vs IND,Hard,4,D,20250912,2,111576,,,Sumit Nagal,R,178,IND,28.0,144817,,,Marc Andrea Huesler,L,196,SUI,29.2,6-3 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,290,179,222,248
2025-M-DC-2025-WG1-M-SUI-IND-01,Davis Cup WG1 R1: SUI vs IND,Hard,4,D,20250912,4,111576,,,Sumit Nagal,R,178,IND,28.0,148679,,,Henry Bernet,R,,SUI,18.6,6-1 6-3,3,RR,,,,,,,,,,,,,,,,,,,,290,179,603,57
2025-M-DC-2025-WG1-M-SVK-COL-01,Davis Cup WG1 R1: SVK vs COL,Hard,4,D,20250912,1,144684,,,Alex Molcan,L,178,SVK,27.7,200711,,,Nicolas Mejia,R,183,COL,25.5,6-4 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,201,266,200,267
2025-M-DC-2025-WG1-M-SVK-COL-01,Davis Cup WG1 R1: SVK vs COL,Hard,4,D,20250912,2,202075,,,Adria Soriano Barrera,R,191,COL,26.2,127760,,,Lukas Klein,R,193,SVK,27.4,3-6 7-6(5) 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,331,152,121,531
2025-M-DC-2025-WG1-M-SVK-COL-01,Davis Cup WG1 R1: SVK vs COL,Hard,4,D,20250912,4,105613,,,Norbert Gombos,R,193,SVK,35.0,200711,,,Nicolas Mejia,R,183,COL,25.5,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,325,160,200,267
2025-M-DC-2025-WG1-M-SWE-TUN-01,Davis Cup WG1 R1: SWE vs TUN,Hard,4,D,20250912,1,121411,,,Moez Echargui,R,178,TUN,32.6,209863,,,Leo Borg,R,183,SWE,22.3,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,,175,316,589,60
2025-M-DC-2025-WG1-M-SWE-TUN-01,Davis Cup WG1 R1: SWE vs TUN,Hard,4,D,20250912,2,209167,,,Olle Wallin,U,,SWE,23.8,200297,,,Aziz Ouakaa,R,185,TUN,26.0,2-6 7-6(3) 6-1,3,RR,,,,,,,,,,,,,,,,,,,,410,118,625,55
2025-M-DC-2025-WG1-M-SWE-TUN-01,Davis Cup WG1 R1: SWE vs TUN,Hard,4,D,20250912,4,121411,,,Moez Echargui,R,178,TUN,32.6,209167,,,Olle Wallin,U,,SWE,23.8,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,175,316,410,118
2025-M-DC-2025-WG1-M-SWE-TUN-01,Davis Cup WG1 R1: SWE vs TUN,Hard,4,D,20250912,5,209863,,,Leo Borg,R,183,SWE,22.3,200297,,,Aziz Ouakaa,R,185,TUN,26.0,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,589,60,625,55
2025-M-DC-2025-WG1-M-TPE-NOR-01,Davis Cup WG1 R1: TPE vs NOR,Hard,4,D,20250913,1,149282,,,Nicolai Budkov Kjaer,R,188,NOR,19.0,126555,,,Tung Lin Wu,R,188,TPE,27.3,4-6 6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,159,377,291,179
2025-M-DC-2025-WG1-M-TPE-NOR-01,Davis Cup WG1 R1: TPE vs NOR,Hard,4,D,20250913,2,202358,,,Chun Hsin Tseng,R,175,TPE,24.0,126340,,,Viktor Durasovic,R,185,NOR,28.4,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,,120,531,246,233
2025-M-DC-2025-WG1-M-TPE-NOR-01,Davis Cup WG1 R1: TPE vs NOR,Hard,4,D,20250913,4,149282,,,Nicolai Budkov Kjaer,R,188,NOR,19.0,202358,,,Chun Hsin Tseng,R,175,TPE,24.0,7-6(2) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,159,377,120,531
2025-M-DC-2025-WG1-M-TPE-NOR-01,Davis Cup WG1 R1: TPE vs NOR,Hard,4,D,20250913,5,126340,,,Viktor Durasovic,R,185,NOR,28.4,126555,,,Tung Lin Wu,R,188,TPE,27.3,7-6(4) 6-7(2) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,246,233,291,179
2025-M-DC-2025-WG1-PO-COL-BAR-01,Davis Cup WG1 PO: COL vs BAR,Clay,4,D,20250131,1,200711,,,Nicolas Mejia,R,183,COL,24.9,207971,,,Xavier Lawrence,U,,BAR,26.0,6-2 6-0,3,RR,,,,,,,,,,,,,,,,,,,,214,274,,
2025-M-DC-2025-WG1-PO-COL-BAR-01,Davis Cup WG1 PO: COL vs BAR,Clay,4,D,20250131,2,105985,,,Darian King,R,188,BAR,32.7,202075,,,Adria Soriano Barrera,R,191,COL,25.6,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,1869,1,345,143
2025-M-DC-2025-WG1-PO-COL-BAR-01,Davis Cup WG1 PO: COL vs BAR,Clay,4,D,20250131,4,105985,,,Darian King,R,188,BAR,32.7,200711,,,Nicolas Mejia,R,183,COL,24.9,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,1869,1,214,274
2025-M-DC-2025-WG1-PO-COL-BAR-01,Davis Cup WG1 PO: COL vs BAR,Clay,4,D,20250131,5,202075,,,Adria Soriano Barrera,R,191,COL,25.6,209868,,,Kaipo Marshall,R,,BAR,22.8,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,345,143,,
2025-M-DC-2025-WG1-PO-ECU-URU-01,Davis Cup WG1 PO: ECU vs URU,Hard,4,D,20250201,1,200748,,,Andres Andrade,R,180,ECU,26.1,208028,,,Francisco Llanes,R,178,URU,22.7,6-4 6-0,3,RR,,,,,,,,,,,,,,,,,,,,241,239,,
2025-M-DC-2025-WG1-PO-ECU-URU-01,Davis Cup WG1 PO: ECU vs URU,Hard,4,D,20250201,2,208364,,,Franco Roncadelli,L,185,URU,24.9,208223,,,Alvaro Guillen Meza,R,175,ECU,22.0,7-6(6) 6-0,3,RR,,,,,,,,,,,,,,,,,,,,372,134,257,211
2025-M-DC-2025-WG1-PO-ECU-URU-01,Davis Cup WG1 PO: ECU vs URU,Hard,4,D,20250201,4,200748,,,Andres Andrade,R,180,ECU,26.1,208364,,,Franco Roncadelli,L,185,URU,24.9,6-4 6-1,3,RR,,,,,,,,,,,,,,,,,,,,241,239,372,134
2025-M-DC-2025-WG1-PO-GEO-POL-01,Davis Cup WG1 PO: GEO vs POL,Hard,4,D,20250131,1,111794,,,Kamil Majchrzak,R,180,POL,29.0,126762,,,Aleksandre Bakshi,L,180,GEO,27.5,6-3 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,115,521,489,81
2025-M-DC-2025-WG1-PO-GEO-POL-01,Davis Cup WG1 PO: GEO vs POL,Hard,4,D,20250131,2,209874,,,Maks Kasnikowski,R,180,POL,21.5,208182,,,Saba Purtseladze,R,191,GEO,23.4,6-3 5-7 6-4,3,RR,,,,,,,,,,,,,,,,,,,,217,270,450,93
2025-M-DC-2025-WG1-PO-GEO-POL-01,Davis Cup WG1 PO: GEO vs POL,Hard,4,D,20250131,4,210105,,,Martyn Pawelski,R,196,POL,20.2,206600,,,Zura Tkemaladze,R,188,GEO,24.6,5-7 7-6(5) [8-10],3,RR,,,,,,,,,,,,,,,,,,,,775,31,716,37
2025-M-DC-2025-WG1-PO-GRE-EGY-01,Davis Cup WG1 PO: GRE vs EGY,Clay,4,D,20250201,1,105633,,,Mohamed Safwat,R,180,EGY,34.3,126772,,,Christos Antonopoulos,R,,GRE,26.5,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,460,90,1640,2
2025-M-DC-2025-WG1-PO-GRE-EGY-01,Davis Cup WG1 PO: GRE vs EGY,Clay,4,D,20250201,2,208852,,,Stefanos Sakellaridis,R,196,GRE,20.3,105747,,,Karim Mohamed Maamoun,R,175,EGY,33.8,6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,471,87,882,20
2025-M-DC-2025-WG1-PO-GRE-EGY-01,Davis Cup WG1 PO: GRE vs EGY,Clay,4,D,20250201,4,208852,,,Stefanos Sakellaridis,R,196,GRE,20.3,105633,,,Mohamed Safwat,R,180,EGY,34.3,6-4 3-6 6-2,3,RR,,,,,,,,,,,,,,,,,,,,471,87,460,90
2025-M-DC-2025-WG1-PO-GRE-EGY-01,Davis Cup WG1 PO: GRE vs EGY,Clay,4,D,20250201,5,209362,,,Aristotelis Thanos,R,,GRE,23.8,209871,,,Amr Elsayed Abdou Ahmed Mohamed,R,185,EGY,25.9,6-0 6-3,3,RR,,,,,,,,,,,,,,,,,,,,592,57,660,45
2025-M-DC-2025-WG1-PO-IND-TOG-01,Davis Cup WG1 PO: IND vs TOG,Hard,4,D,20250201,1,124154,,,Sasi Kumar Mukund,R,185,IND,28.0,209964,,,Liova Ayite Ajavon,U,,TGO,25.6,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,365,135,,
2025-M-DC-2025-WG1-PO-IND-TOG-01,Davis Cup WG1 PO: IND vs TOG,Hard,4,D,20250201,2,106368,,,Ramkumar Ramanathan,R,188,IND,30.2,133933,,,Thomas Yaka Kofi Setodji,R,183,TOG,29.2,6-0 6-2,3,RR,,,,,,,,,,,,,,,,,,,,406,116,1256,6
2025-M-DC-2025-WG1-PO-IND-TOG-01,Davis Cup WG1 PO: IND vs TOG,Hard,4,D,20250201,4,210000,,,Karan Singh,R,188,IND,21.5,213195,,,Hod'abalo isak Padio,U,,TOG,20.0,6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,496,79,,
2025-M-DC-2025-WG1-PO-KAZ-PAK-01,Davis Cup WG1 PO: KAZ vs PAK,Hard,4,D,20250201,1,207686,,,Alexander Shevchenko,R,185,KAZ,24.1,207836,,,Muzammil Murtaza,R,,PAK,25.2,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,75,743,,
2025-M-DC-2025-WG1-PO-KAZ-PAK-01,Davis Cup WG1 PO: KAZ vs PAK,Hard,4,D,20250201,2,202320,,,Beibit Zhukayev,R,198,KAZ,24.2,210640,,,Huzaifa Abdul Rehman,U,,PAK,22.1,7-5 6-0,3,RR,,,,,,,,,,,,,,,,,,,,230,260,,
2025-M-DC-2025-WG1-PO-KAZ-PAK-01,Davis Cup WG1 PO: KAZ vs PAK,Hard,4,D,20250201,4,106187,,,Denis Yevseyev,R,188,KAZ,31.6,213724,,,Ahmad Nael Qureshi,U,,PAK,18.5,6-0 6-0,3,RR,,,,,,,,,,,,,,,,,,,,264,204,,
2025-M-DC-2025-WG1-PO-LBN-PER-01,Davis Cup WG1 PO: LBN vs PER,Clay,4,D,20250131,1,209860,,,Ignacio Buse,R,185,PER,20.8,133975,,,Benjamin Hassan,R,183,LBN,29.9,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,237,245,231,260
2025-M-DC-2025-WG1-PO-LBN-PER-01,Davis Cup WG1 PO: LBN vs PER,Clay,4,D,20250131,2,208293,,,Gonzalo Bueno,R,173,PER,20.8,200273,,,Hady Habib,R,188,LIB,26.4,6-3 2-6 6-4,3,RR,,,,,,,,,,,,,,,,,,,,256,213,166,341
2025-M-DC-2025-WG1-PO-LBN-PER-01,Davis Cup WG1 PO: LBN vs PER,Clay,4,D,20250131,4,138485,,,Conner Huertas Del Pino,R,188,PER,29.1,149266,,,Fadi Bidan,U,,LBN,19.0,7-6(4) 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,794,28,1233,7
2025-M-DC-2025-WG1-PO-LUX-LTU-01,Davis Cup WG1 PO: LUX vs LTU,Hard,4,D,20250201,1,210220,,,Edas Butvilas,R,191,LTU,20.5,208210,,,Chris Rodesch,R,198,LUX,23.5,6-3 6-1,3,RR,,,,,,,,,,,,,,,,,,,,247,229,282,185
2025-M-DC-2025-WG1-PO-LUX-LTU-01,Davis Cup WG1 PO: LUX vs LTU,Hard,4,D,20250201,2,200270,,,Alex Knaff,R,193,LUX,27.1,209147,,,Vilius Gaubas,R,178,LTU,20.0,6-4 3-6 6-2,3,RR,,,,,,,,,,,,,,,,,,,,718,37,192,311
2025-M-DC-2025-WG1-PO-LUX-LTU-01,Davis Cup WG1 PO: LUX vs LTU,Hard,4,D,20250201,4,208210,,,Chris Rodesch,R,198,LUX,23.5,209147,,,Vilius Gaubas,R,178,LTU,20.0,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,282,185,192,311
2025-M-DC-2025-WG1-PO-MON-POR-01,Davis Cup WG1 PO: MON vs POR,Clay,4,D,20250201,1,200473,,,Valentin Vacherot,R,193,MON,26.1,210262,,,Jaime Faria,R,188,POR,21.4,6-4 6-7(5) 6-2,3,RR,,,,,,,,,,,,,,,,,,,,201,294,109,561
2025-M-DC-2025-WG1-PO-MON-POR-01,Davis Cup WG1 PO: MON vs POR,Clay,4,D,20250201,2,132686,,,Nuno Borges,R,185,POR,27.9,104112,,,Benjamin Balleret,R,185,MON,42.0,6-3 6-1,3,RR,,,,,,,,,,,,,,,,,,,,37,1345,,
2025-M-DC-2025-WG1-PO-MON-POR-01,Davis Cup WG1 PO: MON vs POR,Clay,4,D,20250201,4,200473,,,Valentin Vacherot,R,193,MON,26.1,132686,,,Nuno Borges,R,185,POR,27.9,4-6 6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,201,294,37,1345
2025-M-DC-2025-WG1-PO-MON-POR-01,Davis Cup WG1 PO: MON vs POR,Clay,4,D,20250201,5,210012,,,Henrique Rocha,R,180,POR,20.8,106033,,,Romain Arneodo,R,175,MON,32.4,7-5 7-5,3,RR,,,,,,,,,,,,,,,,,,,,161,350,,
2025-M-DC-2025-WG1-PO-ROU-BUL-01,Davis Cup WG1 PO: ROU vs BUL,Hard,4,D,20250131,1,206470,,,Cezar Cretu,R,188,ROU,23.7,209318,,,Petr Nesterov,R,,BUL,21.8,6-7(6) 6-3 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,315,164,437,100
2025-M-DC-2025-WG1-PO-ROU-BUL-01,Davis Cup WG1 PO: ROU vs BUL,Hard,4,D,20250131,2,210721,,,Iliyan Radulov,R,187,BUL,19.6,202262,,,Filip Cristian Jianu,R,180,ROU,23.3,6-3 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,533,69,234,254
2025-M-DC-2025-WG1-PO-ROU-BUL-01,Davis Cup WG1 PO: ROU vs BUL,Hard,4,D,20250131,4,202090,,,Adrian Andreev,R,175,BUL,23.7,202262,,,Filip Cristian Jianu,R,180,ROU,23.3,6-3 3-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,,233,255,234,254
2025-M-DC-2025-WG1-PO-TUN-UKR-01,Davis Cup WG1 PO: TUN vs UKR,Hard,4,D,20250131,1,126964,,,Vitaliy Sachko,R,188,UKR,27.5,144826,,,Aziz Dougaz,L,188,TUN,27.8,6-3 6-7(6) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,392,122,227,265
2025-M-DC-2025-WG1-PO-TUN-UKR-01,Davis Cup WG1 PO: TUN vs UKR,Hard,4,D,20250131,2,121411,,,Moez Echargui,R,178,TUN,32.0,209191,,,Oleksandr Ovcharenko,R,185,UKR,23.2,7-6(1) 6-2,3,RR,,,,,,,,,,,,,,,,,,,,511,76,311,166
2025-M-DC-2025-WG1-PO-TUN-UKR-01,Davis Cup WG1 PO: TUN vs UKR,Hard,4,D,20250131,4,209191,,,Oleksandr Ovcharenko,R,185,UKR,23.2,144826,,,Aziz Dougaz,L,188,TUN,27.8,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,311,166,227,265
2025-M-DC-2025-WG1-PO-TUN-UKR-01,Davis Cup WG1 PO: TUN vs UKR,Hard,4,D,20250131,5,121411,,,Moez Echargui,R,178,TUN,32.0,126964,,,Vitaliy Sachko,R,188,UKR,27.5,7-5 6-1,3,RR,,,,,,,,,,,,,,,,,,,,511,76,392,122
